link,date_time,original_text,length,geo_hint,engagement_signal,product_hint,stage,primary_breakdown_point,channel,root_cause,emotion,emotion_severity,summary_insight,actionability_score_5,fixability_score_5,evidence_strength
https://twitter.com/Sangeet58042250/status/2058503913633157437#m,"May 24, 2026",@COmbudsmen @ICICILombard @irdaindia we have facing issue for my vehicle claim MOT17185508 first ICICI Lombard approved partially and when. Requesting for full one side claim then  rejected and harrassing by surveyor of ICICI Lombard. We are file complaint on portal.,267,unknown,1,unknown,Claims Experience,Claims,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Vehicle claim (MOT17185508). Process: ICICI Lombard initially approved partially, then rejected the full claim, and the surveyor is harassing the customer. Outcome: Rejection of full claim and harassment by surveyor.",2,1,Medium
https://twitter.com/EyeOfAswin/status/2058280923049889881#m,"May 23, 2026","Complaint Lodged to IRDAI on Phonepe's fraudulent activity   @PhonePe @PhonePeSupport  A fraudulent service from @PhonePe @PhonePeSupport  (My registered email id: gdaswinkumar@gmail.com | My registered number: Check DM )  On May 10, I purchased an ICICI Lombard insurance policy through PhonePe. Even after payment, the policy was never issued and kept getting delayed continuously. Finally, it had to be cancelled. But till now, the refund amount has not been credited.  After that, I purchased another policy from Star Health Insurance through PhonePe. Even now, the policy document has still not been issued. Every time, they keep saying “it will come soon” but no proper resolution has been provided.  I have already complained to IRDAI  You can also contact my secondary number (check DM)",794,unknown,1,unknown,Onboarding & Policy Understanding,Policy Issuance Delay,Digital / App / Website,Process / Documentation Friction,Resignation,Medium,"On May 10, I purchased an ICICI Lombard insurance policy through PhonePe. Even after payment, the policy was never issued and kept getting delayed continuously. Finally, it had to be cancelled. But till now, the refund amount has not been credited.",3,3,Medium
https://twitter.com/EyeOfAswin/status/2058273224144957597#m,"May 23, 2026","Fraudulent PhonePe Insurance services( My registered number and registered email id: gdaswinkumar@gmail.com)  @PhonePe @PhonePeSupport @StarHealthIns  On May 10, I purchased an ICICI Lombard insurance policy through PhonePe. Even after payment, the policy was never issued and kept getting delayed continuously. Finally, it had to be cancelled. But till now, the refund amount has not been credited.  After that, I purchased another policy from Star Health Insurance through PhonePe. Even now, the policy document has still not been issued. Every time, they keep saying “it will come soon” but no proper resolution has been provided.  I have already complained to IRDAI",669,unknown,0,unknown,Onboarding & Policy Understanding,Policy Issuance Delay,Digital / App / Website,Process / Documentation Friction,Resignation,Medium,"On May 10, I purchased an ICICI Lombard insurance policy through PhonePe. Even after payment, the policy was never issued and kept getting delayed continuously. Finally, it had to be cancelled. But till now, the refund amount has not been credited.",3,3,Medium
https://twitter.com/ABHISHINE24/status/2058219376365719997#m,"May 23, 2026",@PBHelpDesk मेरी कार का कॉम्प्रिहेंसिव इंश्योरेंस जो icici lombard की शॉर्ट टर्म od पॉलिसी है जिसका रिन्यू 22 मई को होना था लेकिन आज 23 मई तक नहीं हुआ है पेमेंट ऑटो डेबिट हो चुका है।,182,unknown,3,unknown,Servicing & Policy Admin,Policy Renewal Delay,Agent / Advisor,Process / Documentation Friction,Confusion,Medium,मेरी कार का कॉम्प्रिहेंसिव इंश्योरेंस जो icici lombard की शॉर्ट टर्म od पॉलिसी है जिसका रिन्यू 22 मई को होना था लेकिन आज 23 मई तक नहीं हुआ है पेमेंट ऑटो डेबिट हो चुका है।,3,3,Medium
https://twitter.com/TwitAmitMishra/status/2058177853922140487#m,"May 23, 2026",“Cashless insurance shouldn’t take longer than the treatment itself. 4+ hours for approval after final submission is pathetic. ICICI Lombard turning emergencies into endurance tests.”,183,unknown,2,health,Claims Experience,Cashless Claim Approval Delay,Claims / TPA,Process / Documentation Friction,Anger,High,Cashless insurance shouldn’t take longer than the treatment itself. 4+ hours for approval after final submission is pathetic. ICICI Lombard turning emergencies into endurance tests.,4,4,Medium
https://twitter.com/mustfarehan0786/status/2058110846077997417#m,"May 23, 2026",What your company gives to customer that’s worst than this heat wave  Mental trauma - while selling insurance your team assures everything will be smooth  But when it comes for claim - ICICI Lombard never accepts,212,unknown,1,unknown,Claims Experience,Claim Rejection,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,What your company gives to customer that’s worst than this heat wave  Mental trauma - while selling insurance your team assures everything will be smooth  But when it comes for claim - ICICI Lombard never accepts,2,2,Medium
https://twitter.com/Rohitku2648/status/2058062420216836237#m,"May 23, 2026","@ICICILombard  Very disappointed with ICICI Lombard claim handling. I submitted my scooter on 4 May and fully cooperated, yet I’m still facing repeated queries and delays. This experience has been frustrating and far from the service customers expect. Kindly resolve this issue .",279,unknown,1,unknown,Claims Experience,Servicing & Policy Admin,Unknown,Process / Documentation Friction,Anger,High,"Event: Submitted scooter on 4 May. Process: Cooperated with claim handling, faced repeated queries and delays. Outcome: Still facing delays and frustration.",3,3,Medium
https://twitter.com/lokeshteri/status/2058052019613802676#m,"May 23, 2026","@ICICILombard @FinMinIndia @irdaindia Dear ICICI Lombard please stop disturbing me by calling again n again for Health Insurance.If I am sending this msg again n again, it is not good. But u r compelling me. Kindly lodge complaint ICICI Lombard n share complaint no.@PMOIndia",275,unknown,1,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058056019247522138#m,"May 23, 2026","@ICICILombard @FinMinIndia Dear ICICI Lombard when u will stop disturbing me. Thank u for disturbing Indian like me. PMO, MoF, IRDA, TRAI should be rewarded to give u license to disturb Innocent CiIndian. @PMOIndia @irdaindia @TRAI u shared my no with ur",254,unknown,0,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058055718440423696#m,"May 23, 2026","@ICICILombard @FinMinIndia Dear ICICI Lombard when you will stop disturbing me. Thank You for disturbing Indians like me. PMO, MoF, IRDA, TRAI should also be rewarded to give you license to disturb Innocent Civilians/ Indian. @PMOIndia @irdaindia",246,unknown,0,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058051878689394744#m,"May 23, 2026","@ICICILombard @FinMinIndia @TRAI @irdaindia Dear ICICI Lombard please stop disturbing me by calling again n again for Health Insurance.If I am sending this msg again n again, it is not good. But u r compelling me. Kindly lodge complaint against ICICI Lombard n share complaint no.",280,unknown,0,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058051145277583689#m,"May 23, 2026","@ICICILombard @FinMinIndia @TRAI @irdaindia Dear ICICI Lombard please stop disturbing me by calling again n again for Health Insurance . IRDA pls do stung. FinMin Kindly make some regulation. If I am sending this msg again n again, it is not good. But u r compelling me.@PMOIndia",279,unknown,0,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058050572625105078#m,"May 23, 2026",@PMOIndia @ICICILombard @FinMinIndia @TRAI @irdaindia Dear ICICI Lombard please stop disturbing me by calling again n again for Health Insurance. IRDA pls do something. FinMin Kindly make some regulation.,204,unknown,0,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/lokeshteri/status/2058049153654301119#m,"May 23, 2026",@ICICILombard @irdaindia @TRAI @FinMinIndia Dear Icici Lombard you are disturbing me by calling again & again. For resolution you need time but start disturbing instantly. Regulator do something.,195,unknown,1,health,Servicing & Policy Admin,Servicing & Policy Admin,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Received repeated calls for Health Insurance. Process: Sent messages repeatedly to stop calls, ICICI Lombard compelled them to send messages. Outcome: ICICI Lombard continues to disturb.",2,2,Medium
https://twitter.com/sahil9515/status/2057361775100854531#m,"May 21, 2026","Dear ICICI Lombard, Pls release the payment urgently  220205025452. And.  220205043918 It's my humble request 🙏🏻🙏🏻🙏🏻🙏🏻 pls release the payment of 28854 and 30029 rs urgent",171,unknown,2,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Resignation,High,Event: Policyholder needs payment release. Process: Policyholder is requesting urgent payment release for two policy numbers. Outcome: Payment has not been released.,3,3,Medium
https://twitter.com/MangoMan302/status/2057272741687140536#m,"May 21, 2026",@ICICILombard MOT17620913 Claim Rejected By ICICI Lombard. Genuine Claims being rejected by giving generic response. No physical inspection and proper survey of the vehicle. Please don’t purchase policy of ICICI Lombard Broker @pb_care @policybazaar is also not helping,269,unknown,1,unknown,Claims Experience,Claims Experience,Agent / Advisor,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Claim filed for vehicle. Process: Claim rejected by ICICI Lombard with a generic response, without physical inspection or proper survey. Outcome: Claim rejected.",4,2,Medium
https://twitter.com/kishoritu1434/status/2057101216631627891#m,"May 20, 2026",But No One in your team Answer for the same and I am face this situation from one month   I had buy ICICI Lombard insurance from 2023   And when I claim your team not take single responsibility of this   में सभी को अनुरोध करता हु के  अगर पाॅसिबल है तो किसी और कंपनी से खरीदे,274,unknown,2,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,Event: Policyholder had an insurance claim. Process: ICICI Lombard's team did not take responsibility and did not answer for one month. Outcome: Policyholder is facing this situation for one month and advises others to buy from a different company.,4,2,Medium
https://twitter.com/financeweek101/status/2057067891569422402#m,"May 20, 2026",Nifty Midcap 100 Movers Midcaps outperformed: +0.49% | A/D: 62:38 Top Gainers: 🟢 Tata Communications: +7.55% 🟢 GE Vernova T&D: +7.06% 🟢 Hitachi Energy: +7.01% Top Losers: 🔴 PI Industries: -7.51% 🔴 M&M Financial: -3.46% 🔴 ICICI Lombard: -2.57% (5/7),248,unknown,1,unknown,Servicing & Policy Admin,Policy Issuance Delay,Digital / App / Website,Process / Documentation Friction,Resignation,High,"Purchased insurance via CRED on 1st May (ICICI Lombard). Paid ₹10,247. KYC & inspection done, yet policy not issued till date. Following up since 4th May. Every time I’m told to wait 24–48 hrs. It’s now 20th May..no policy, no cancellation, no refund.",3,3,Medium
https://twitter.com/vedant_parab_/status/2057064650651660379#m,"May 20, 2026","Purchased insurance via CRED on 1st May (ICICI Lombard). Paid ₹10,247. KYC & inspection done, yet policy not issued till date.  Following up since 4th May. Every time I’m told to wait 24–48 hrs. It’s now 20th May..no policy, no cancellation, no refund. @CRED_club @CRED_support",277,unknown,3,health,Claims Experience,Cashless Claim Approval Delay,Claims / TPA,Process / Documentation Friction,Anger,High,"One of the worst experiences with ICICI Lombard cashless health insurance. Our family, including children, was discharged from the hospital but has been waiting since 9 AM for approval. Multiple follow-ups, still no resolution.",3,3,Medium
https://twitter.com/kishoritu1434/status/2056733160696938907#m,"May 19, 2026",I had claim for my car and ICICI Lombard rejecte it wrongly.  I request all kindly clear your condition and than buy insurance   If possible than pls buy insurance from responsible company who is care for customer,213,unknown,1,car/unknown,Claims Experience,Claims Rejection,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Car claim. Process: Claim filed with ICICI Lombard. Outcome: Claim rejected wrongly. The user advises buying insurance from responsible companies.,3,3,Medium
https://twitter.com/SudipMa74319576/status/2056656705153638521#m,"May 19, 2026","Dear Icici lombard,   I am unable to understand what you have said, What payment has been stopped by you? When the issue will resolved? Already 8 days gone. What type of service is this? Please call me, I need explanation.  @jagograhakjago @nch1915 @policybazaar",262,unknown,1,unknown,Servicing & Policy Admin,Service Issue,Unknown,Communication / Language Barrier,Anger,High,"Event: Payment stopped by ICICI Lombard. Process: Customer is unable to understand the reason for the stopped payment and is seeking an explanation. Outcome: Lack of resolution and explanation after 8 days, leading to frustration.",4,4,Medium
https://twitter.com/Policygaido/status/2056592812465119509#m,"May 19, 2026",We regret hearing your corporate mediclaim system is blocking pre-post expense claims for your father's March 13-16 admission. Claim restriction errors violate IRDAI policy coverage rules. fairclaims has helped 50+ ICICI Lombard customers fight wrongful claim rejections. Let us help. DM us.,291,unknown,0,health,Claims Experience,Claims Rejection,Claims / TPA,Process / Documentation Friction,Resignation,High,"Event: Corporate mediclaim system blocking pre-post expense claims for a father's admission. Process: Claim filed with ICICI Lombard. Outcome: Claim restriction errors violating IRDAI policy rules, with fairclaims offering to help ICICI Lombard customers fight wrongful rejections.",4,4,Medium
https://twitter.com/VennaDeva/status/2056302015706439852#m,"May 18, 2026","ICICI LOMBARD charged Rs. 85000 PA to me and my wife aged around 58 and two children aged 25 around. First 5 years low charges and no claims also. Health insurance charges increasing rapidly. I stopped health Insurance. By the way, in Hyderabad with health insurance Hospital charges Rs.1,00,000 with out insurance Rs 30,000 only.",330,"Hyderabad, India",2,health,Servicing & Policy Admin,Premium Hike,Unknown,Product Design or Complexity,Resignation,Medium,Event: Health insurance policy renewal. Process: ICICI Lombard charged Rs. 85000 PA for a family of four. Outcome: Customer stopped health insurance due to rapidly increasing charges and perceived higher hospital charges with insurance.,2,1,Medium
https://twitter.com/swrn1313/status/2056266701222932856#m,"May 18, 2026","@pointperkspicks @DealsDhamaka   Hi,  I have health insurance renewal payment of 30K and Amazon Pay option is available on ICICI Lombard website.  I just want to confirm whether I can successfully pay this amount as it is above 25k.",232,unknown,1,health,Servicing & Policy Admin,Payment Inquiry,Digital / App / Website,Process / Documentation Friction,Confusion,Low,"Event: Health insurance renewal payment. Process: Customer inquired about making a payment of 30K via Amazon Pay on the ICICI Lombard website, specifically if it was possible for amounts above 25k. Outcome: Implicitly seeking confirmation for successful payment processing.",3,4,Medium
https://twitter.com/Parvezk46315209/status/2056238510013915544#m,"May 18, 2026",Yes recently did a payment of 45k on icici Lombard. It charges around 1-1.2% extra.,83,unknown,0,health,Servicing & Policy Admin,Payment Processing,Digital / App / Website,Process / Documentation Friction,Resignation,Low,Event: Made a payment. Process: Paid 45k on ICICI Lombard. Outcome: Experienced an extra charge of around 1-1.2%.,3,3,Medium
https://twitter.com/khalsa2016/status/2055325212644905040#m,"May 15, 2026",Ticket number  - 72026051527191 I haven't raised any claim on 4 Feb 2026 so please don't cancel my policy I am shocked to see this so please don't cancel I have long term relationship with ICICI Lombard,202,unknown,0,unknown,Servicing & Policy Admin,Policy Cancellation,Unknown,Process / Documentation Friction,Confusion,High,Event: Policy cancellation initiated. Process: Customer received notification of policy cancellation. Outcome: Customer is shocked and requests the policy not be cancelled due to a long-term relationship with ICICI Lombard.,3,3,Medium
https://twitter.com/a3mit/status/2055258482090422341#m,"May 15, 2026",Not sure whats the problem to share the details of settlement.a proper bill level summary. icici lombard settled my claims for Rs 3 Lakh without even seeing the original documents. I am discontinuing my 3 policies with CARE now.,228,unknown,2,unknown,Claims Experience,Claim Settlement,Claims / TPA,Process / Documentation Friction,Resignation,Medium,Event: Claim settlement. Process: ICICI Lombard settled claims for Rs 3 Lakh without seeing original documents. Outcome: The customer is discontinuing 3 policies with CARE.,2,2,Medium
https://twitter.com/Kaifkhan214/status/2055243657222168817#m,"May 15, 2026",@ICICILombard @ICICIDirectcare @ICICIBank @ICICI_Direct I would request all customers not to take ICICI Lombard insurance. It is very poor and creates a lot of problems while giving claims. Please do not choose this insurance.,226,unknown,0,unknown,Servicing & Policy Admin,Claim Handling,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,Event: Customer sought insurance from ICICI Lombard. Process: Customer experienced poor claim handling and significant problems. Outcome: Customer advises others not to take ICICI Lombard insurance.,2,1,Medium
https://twitter.com/gulab_jagwani/status/2055224935325618423#m,"May 15, 2026","@ICICILombard  No response till now. Please don't ask DM, Already done. In future we avoid recommending ICICI Lombard health insurance. Your Team does not know about Assessment Year and Financial Year.",201,unknown,1,health,Servicing & Policy Admin,Claims Experience,Unknown,Communication / Language Barrier,Anger,High,"Event: No response to a query. Process: Customer contacted ICICI Lombard and asked to DM, but has already done so. Outcome: No response received, leading to regret in recommending the insurer.",3,3,Medium
https://twitter.com/Avinash09Rana/status/2055141918879973852#m,"May 15, 2026",Sir a query to upload original documents but we have only zerox and original documents are with you @ ICICI Lombard Hyderabad office,132,"Hyderabad, India",0,unknown,Servicing & Policy Admin,Process / Documentation Friction,Branch / Customer Service,Process / Documentation Friction,Confusion,Medium,"Event: Customer needs to upload original documents. Process: Customer only has xerox copies, and original documents are with ICICI Lombard Hyderabad office. Outcome: Inability to upload original documents due to their possession by the insurer.",4,4,Medium
https://twitter.com/wegro_app/status/2054919974347751893#m,"May 14, 2026","ICICI Lombard General Insurance Company Ltd will hold its 26th AGM on June 19, 2026, via VC/OAVM. The integrated annual report for FY2026 will be sent electronically to members. The Board recommended a final dividend of ₹7 per equity share, subject to member approval at the AGM. The record date for this dividend is May 29, 2026. If approved, the dividend will be paid by July 3, 2026.  📊 ICICI LOMBARD GENERAL INSURANCE COMPANY LTD | 🏷️ AGM  🌐 Details: https://www.wegro.app/mYg8Ye  ⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go",557,unknown,0,health,Claims Experience,Claims Processing,Claims / TPA,Misrepresentation / Incomplete Explanation,Confusion,High,"Event: Policy purchase (Elevate policy). Process: ICICI Lombard initiated a Pre-Existing Disease (PED) investigation due to 'History ailment not clear'. Outcome: Investigation into kidney issues, implying potential claim denial or increased scrutiny based on pre-policy knowledge.",3,2,Medium
